Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
03/08/2020,Mizoram,,,,21583,Samples Collected,482,,,,12345,Facility,10822,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-282020-500pm-382020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on03-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,2.23%,18.11,18107,45,1192000,
04/08/2020,Mizoram,,,,21845,Samples Collected,501,,,,12446,Facility,10880,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-382020-500pm-482020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on04-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,2.29%,18.33,18326,44,1192000,
05/08/2020,Mizoram,,,,21956,Samples Collected,504,,,12571,1389,Facility,10942,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-482020-500pm-582020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on05-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,2.30%,18.42,18419,44,1192000,
06/08/2020,Mizoram,,,,22211,Samples Collected,537,,,12610,1394,Facility,10976,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-582020-500pm-682020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-05-08-2020-time-400pm,https://dipr.mizoram.gov.in/,2.42%,18.63,18633,41,1192000,
09/08/2020,Mizoram,,,,23324,Samples Collected,608,,,12825,1202,Facility,11380,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-882020-500pm-982020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-09-08-2020-time-400pm,https://dipr.mizoram.gov.in/,2.61%,19.57,19567,38,1192000,
10/08/2020,Mizoram,,,,23702,Samples Collected,620,,,12886,1168,Facility,11471,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-982020-500pm-1082020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-10-08-2020-time-400pm,https://dipr.mizoram.gov.in/,2.62%,19.88,19884,38,1192000,
11/08/2020,Mizoram,,,,23848,Samples Collected,623,,,12957,1161,Facility,11548,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1082020-500pm-1182020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on11-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,2.61%,20.01,20007,38,1192000,
12/08/2020,Mizoram,,,,24895,Samples Collected,648,,,13042,1179,Facility,11608,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1182020-500pm-1282020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on12-08-2020-time-400pm,https://dipr.mizoram.gov.in/,2.60%,20.89,20885,38,1192000,
13/08/2020,Mizoram,,,,25054,Samples Collected,649,,,13101,1182,Facility,11662,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1282020-500pm-1382020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on13-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,2.59%,21.02,21018,39,1192000,
14/08/2020,Mizoram,,,,25472,Samples Collected,656,,,13101,1182,Facility,11662,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1382020-500pm-1482020-500-pm,,https://dipr.mizoram.gov.in/,2.58%,21.37,21369,39,1192000,
15/08/2020,Mizoram,,,,25929,Samples Collected,713,,,13101,1182,Facility,11662,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1482020-500pm-1582020-500-pm,https://dipr.mizoram.gov.in/post/task-group-on-quarantine-facilities-report1597506383,https://dipr.mizoram.gov.in/,2.75%,21.75,21753,36,1192000,
16/08/2020,Mizoram,,,,26611,Samples Collected,,,,13409,1237,Facility,11913,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1582020-500pm-1682020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-16-08-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,22.32,22325,,1192000,
17/08/2020,Mizoram,,,,27115,Samples Collected,,,,13426,1185,Facility,11980,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1682020-500pm-1782020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-17-08-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,22.75,22747,,1192000,
18/08/2020,Mizoram,,,,27388,Samples Collected,,,,13500,1199,Facility,12035,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1782020-500pm-1882020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on18-08-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,22.98,22977,,1192000,
19/08/2020,Mizoram,,,,28076,Samples Collected,,,,13580,1182,Facility,12120,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1882020-500pm-1982020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-19-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,23.55,23554,,1192000,
20/08/2020,Mizoram,24807,4169,,28976,Samples Collected,,,,,,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1982020-500pm-2082020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-19-8-2020-time-400pm1597926351,https://dipr.mizoram.gov.in/,0.00%,24.31,24309,,1192000,
21/08/2020,Mizoram,25337,5416,,30753,Samples Collected,,,,13651,1028,Facility,12342,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2082020-500pm-2182020-500-pm-as-per-data-received-from-integrated-diseases-surveillance-programme-idsp,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on21-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,25.80,25799,,1192000,
22/08/2020,Mizoram,25843,6548,,32391,Samples Collected,,,,13740,946,Facility,12510,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2182020-500pm-2282020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on22-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,27.17,27174,,1192000,
23/08/2020,Mizoram,26235,7251,,33486,Samples Collected,,,,13800,947,Facility,12567,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2282020-500pm-2382020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-23-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,28.09,28092,,1192000,
24/08/2020,Mizoram,26256,7251,,33507,Samples Collected,,,,13823,895,Facility,12641,,,,,,,,,,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-24-8-2020-time-400pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-24-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,28.11,28110,,1192000,
25/08/2020,Mizoram,26905,8309,,35214,Samples Collected,,,,13901,936,Facility,12678,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2482020-500pm-2582020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-25-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,29.54,29542,,1192000,
26/08/2020,Mizoram,27639,8601,,36240,Samples Collected,,,,13911,881,Facility,12735,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-suspectedpatients-treated-in-covid-care-center-and-dedicated-covid-health-center1598442946,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on26-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,30.40,30403,,1192000,
27/08/2020,Mizoram,28352,9100,,37452,Samples Collected,,,,14013,890,Facility,12824,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2682020-500pm-2782020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on27-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,31.42,31419,,1192000,
28/08/2020,Mizoram,28913,9621,,38534,Samples Collected,,,,14057,889,Facility,12869,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2782020-500pm-2882020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on28-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,32.33,32327,,1192000,
29/08/2020,Mizoram,29111,9778,,38906,Samples Collected,,,,14171,929,Facility,12938,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2882020-500pm-2982020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on29-8-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,32.64,32639,,1192000,
30/08/2020,Mizoram,29959,10424,,40383,Samples Collected,,,,14230,873,Facility,13042,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2982020-500pm-3082020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-30-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,33.88,33878,,1192000,
31/08/2020,Mizoram,30253,10544,,40797,Samples Collected,,,,14246,859,Facility,13072,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3082020-500pm-3182020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-31-8-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,34.23,34226,,1192000,
01/09/2020,Mizoram,31139,10545,,41683,Samples Collected,,,,14261,823,Facility,13123,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-192020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on1-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,34.97,34969,,1192000,
02/09/2020,Mizoram,31772,10560,,42332,Samples Collected,,,,14272,772,Facility,13185,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-292020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-2-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,35.51,35513,,1192000,
03/09/2020,Mizoram,32386,10591,,42977,Samples Collected,,,,14293,769,Facility,13208,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-392020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on03-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,36.05,36055,,1192000,
04/09/2020,Mizoram,33014,10832,,43846,Samples Collected,,,,14327,784,Facility,13225,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-492020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-4-9-2020-time-400pm,https://dipr.mizoram.gov.in/,0.00%,36.78,36784,,1192000,
05/09/2020,Mizoram,33335,11469,,44803,Samples Collected,,,,14360,749,Facility,13287,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-592020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on5-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,37.59,37586,,1192000,
06/09/2020,Mizoram,33577,11496,,45073,Samples Collected,,,,14531,840,Facility,13366,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-692020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on6-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,37.81,37813,,1192000,
07/09/2020,Mizoram,33607,11546,,45153,Samples Collected,,,,14646,880,Facility,13435,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-792020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on7-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,37.88,37880,,1192000,
08/09/2020,Mizoram,33992,11934,,45925,Samples Collected,,,,14712,871,Facility,13505,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-08992020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on8-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,0.00%,38.53,38528,,1192000,
09/09/2020,Mizoram,34305,12110,,46414,Samples Collected,,,,14794,884,Facility,13574,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-09992020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on09-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,,,,,,
10/09/2020,Mizoram,34509,12129,,46638,Samples Collected,,,,14924,946,Facility,13642,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1092020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-10-9-2020-time-400pm,https://dipr.mizoram.gov.in/,,,,,,
11/09/2020,Mizoram,34891,12323,,47214,Samples Collected,,,,15075,1052,Facility,13678,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1092020-last-24hours-500pm1599830106,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-11-9-2020-time-400pm,https://dipr.mizoram.gov.in/,,,,,,
12/09/2020,Mizoram,36104,12987,,49091,Samples Collected,,,,15137,1015,Facility,13772,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1292020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on12-9-2020-time-400pm,https://dipr.mizoram.gov.in/,,,,,,
13/09/2020,Mizoram,36951,13308,,50259,Samples Collected,,,,15196,1028,Facility,13813,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-1392020-last-24hours-500pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-13-9-2020-time-400-pm,https://dipr.mizoram.gov.in/,,,,,,
14/09/2020,Mizoram,,,,,,,,,,,Facility,,,,,,,,,,,,,https://dipr.mizoram.gov.in/,,,,,,
06/04/2020,Nagaland,,,,60,Samples Sent,0,47,13,,,,,,,489,,70,,,,,http://morungexpress.com/nagaland-covid-19-update-2,,,0.00%,0.03,28,,2150000,
10/04/2020,Nagaland,,,,70,Samples Sent,0,69,1,,20,Facility,,,,,,,,,,,http://morungexpress.com/nagaland-covid-19-update-4,,,0.00%,0.03,33,,2150000,
11/04/2020,Nagaland,,,,70,Samples Sent,0,70,,,22,Facility,,,,,,,,,,,http://morungexpress.com/nagaland-covid-19-update-5,,,0.00%,0.03,33,,2150000,
12/04/2020,Nagaland,,,,74,Samples Sent,0,70,4,,28,Facility,,,,,,,,,,,http://morungexpress.com/nagaland-covid-19-update-6,,,0.00%,0.03,34,,2150000,
13/04/2020,Nagaland,,,,,Samples Sent,,,,,,,,,,,,,,,,,,,,,0.00,0,,2150000,
14/04/2020,Nagaland,,,,174,Samples Sent,0,97,77,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.08,81,,2150000,
15/04/2020,Nagaland,,,,184,Samples Sent,0,174,10,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.09,86,,2150000,
16/04/2020,Nagaland,,,,,Samples Sent,,,,,,,,,,,,,,,,,,,,,0.00,0,,2150000,
17/04/2020,Nagaland,,,,274,Samples Sent,0,222,48,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.13,127,,2150000,
18/04/2020,Nagaland,,,,392,Samples Sent,0,292,100,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.18,182,,2150000,
19/04/2020,Nagaland,,,,404,Samples Sent,0,345,59,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.19,188,,2150000,
20/04/2020,Nagaland,,,,434,Samples Sent,0,404,30,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.20,202,,2150000,
21/04/2020,Nagaland,,,,537,Samples Sent,0,456,81,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.25,250,,2150000,
22/04/2020,Nagaland,,,,543,Samples Sent,0,481,62,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.25,253,,2150000,
23/04/2020,Nagaland,,,,607,Samples Sent,0,543,64,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.28,282,,2150000,
24/04/2020,Nagaland,,,,,Samples Sent,,,,,,,,,,,,,,,,,,,,,0.00,0,,2150000,
25/04/2020,Nagaland,,,,613,Samples Sent,0,607,6,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.29,285,,2150000,
26/04/2020,Nagaland,,,,613,Samples Sent,0,613,0,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.29,285,,2150000,
27/04/2020,Nagaland,,,,629,Samples Sent,0,613,16,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.29,293,,2150000,
28/04/2020,Nagaland,,,,639,Samples Sent,0,620,19,,,,,,,,,,,,,,https://nagahealth.nagaland.gov.in/,,,0.00%,0.30,297,,2150000,
29/04/2020,Nagaland,,,,644,Samples Sent,0,631,13,,37,Facility,,,,381,64,32,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.30,300,,2150000,
30/04/2020,Nagaland,,,,653,Samples Sent,0,640,13,,33,Facility,,,,390,64,35,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.30,304,,2150000,
01/05/2020,Nagaland,,,,664,Samples Sent,0,650,14,,29,Facility,,,,390,64,35,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.31,309,,2150000,
02/05/2020,Nagaland,,,,674,Samples Sent,0,661,13,,29,Facility,,,,390,64,35,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,,0.00%,0.31,313,,2150000,
03/05/2020,Nagaland,,,,684,Samples Sent,0,663,21,,28,Facility,,,,390,66,35,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,,0.00%,0.32,318,,2150000,
04/05/2020,Nagaland,,,,708,Samples Sent,0,679,29,,28,Facility,,,,390,66,35,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.33,329,,2150000,
05/05/2020,Nagaland,,,,724,Samples Sent,0,771,13,,43,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.34,337,,2150000,
06/05/2020,Nagaland,,,,763,Samples Sent,0,712,51,,80,Facility,,,,390,66,34,,,,,https://twitter.com/HealthNagaland/status/1258019443202052158,https://covid19.nagaland.gov.in/health-main,,0.00%,0.35,355,,2150000,
07/05/2020,Nagaland,,,,786,Samples Sent,0,728,58,,77,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.37,366,,2150000,
08/05/2020,Nagaland,,,,805,Samples Sent,0,775,30,,77,Facility,,,,390,66,34,,,,,https://t.me/indiacovid/4317,https://covid19.nagaland.gov.in/health-main,,0.00%,0.37,374,,2150000,
09/05/2020,Nagaland,,,,848,Samples Sent,0,786,62,,93,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.39,394,,2150000,
10/05/2020,Nagaland,,,,862,Samples Sent,0,806,56,,98,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.40,401,,2150000,
11/05/2020,Nagaland,,,,875,Samples Sent,0,848,27,,112,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.41,407,,2150000,
12/05/2020,Nagaland,,,,882,Samples Sent,0,872,10,,86,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.41,410,,2150000,
13/05/2020,Nagaland,,,,889,Samples Sent,0,872,17,,310,Facility,,,,390,66,34,,,,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,,0.00%,0.41,413,,2150000,
14/05/2020,Nagaland,,,,891,Samples Sent,0,873,18,,346,Facility,,,,390,66,34,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/3,https://covid19.nagaland.gov.in/health-main,,0.00%,0.41,414,,2150000,
15/05/2020,Nagaland,,,,910,Samples Sent,0,889,21,,978,Facility,,,,385,66,34,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/23?single,https://covid19.nagaland.gov.in/health-main,,0.00%,0.42,423,,2150000,
16/05/2020,Nagaland,,,,917,Samples Sent,0,891,26,,1069,Facility,,,,385,66,34,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/28?single,https://covid19.nagaland.gov.in/health-main,,0.00%,0.43,427,,2150000,
17/05/2020,Nagaland,,,,952,Samples Sent,0,914,38,,1398,Facility,,,,385,66,34,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/37,https://covid19.nagaland.gov.in/health-main,,0.00%,0.44,443,,2150000,
